bored,excitement,meditation,frustration,position,soundPeak
0.5024305,0.3854941,0.23562728,0.4430648,0,0
0.5024305,0.3854941,0.23562728,0.4430648,0,0
0.5024305,0.3854941,0.23562728,0.4430648,0,0
0.5024305,0.3854941,0.23562728,0.4430648,23.219954648526077,0
0.5024305,0.3854941,0.23562728,0.4430648,23.219954648526077,0
0.5024305,0.3854941,0.23562728,0.4430648,46.439909297052154,0.0019989013671875
0.5024305,0.3854941,0.23562728,0.4430648,69.65986394557822,0.0023040771484375
0.5024305,0.3854941,0.23562728,0.4430648,69.65986394557822,0.0023040771484375
0.5024305,0.3854941,0.23562728,0.4430648,116.09977324263038,0.002044677734375
0.5024305,0.3854941,0.23562728,0.4430648,116.09977324263038,0.002044677734375
0.5024305,0.3854941,0.23562728,0.4430648,116.09977324263038,0.002044677734375
0.5024305,0.3854941,0.23562728,0.4430648,162.53968253968253,0.0022430419921875
0.5354768,0.3765068,0.18086176,0.46777788,162.53968253968253,0.0022430419921875
0.5354768,0.3765068,0.18086176,0.46777788,185.75963718820861,0.0024566650390625
0.5354768,0.3765068,0.18086176,0.46777788,208.9795918367347,0.0028533935546875
0.5354768,0.3765068,0.18086176,0.46777788,208.9795918367347,0.0028533935546875
0.5354768,0.3765068,0.18086176,0.46777788,232.19954648526075,0.0028076171875
0.5354768,0.3765068,0.18086176,0.46777788,255.41950113378684,0.0028228759765625
0.5354768,0.3765068,0.18086176,0.46777788,255.41950113378684,0.0028228759765625
0.5354768,0.3765068,0.18086176,0.46777788,278.6394557823129,0.0035552978515625
0.5354768,0.3765068,0.18086176,0.46777788,301.859410430839,0.003753662109375
0.5354768,0.3765068,0.18086176,0.46777788,325.07936507936506,0.005096435546875
0.5354768,0.3765068,0.18086176,0.46777788,325.07936507936506,0.005096435546875
0.5354768,0.3765068,0.18086176,0.46777788,348.29931972789115,0.0047607421875
0.5354768,0.3765068,0.18086176,0.46777788,371.51927437641723,0.0071563720703125
0.5354768,0.3765068,0.18086176,0.46777788,371.51927437641723,0.0071563720703125
0.5354768,0.3765068,0.18086176,0.46777788,394.7392290249433,0.005889892578125
0.5354768,0.3765068,0.18086176,0.46777788,417.9591836734694,0.0060882568359375
0.5354768,0.3765068,0.18086176,0.46777788,417.9591836734694,0.0060882568359375
0.5354768,0.3765068,0.18086176,0.46777788,464.3990929705215,0.00634765625
0.5354768,0.3765068,0.18086176,0.46777788,464.3990929705215,0.00634765625
0.5354768,0.3765068,0.18086176,0.46777788,464.3990929705215,0.00634765625
0.5354768,0.3765068,0.18086176,0.46777788,510.8390022675737,0.0071868896484375
0.5354768,0.3765068,0.18086176,0.46777788,510.8390022675737,0.0071868896484375
0.5354768,0.3765068,0.18086176,0.46777788,534.0589569160998,0.00640869140625
0.5354768,0.3765068,0.18086176,0.46777788,557.2789115646258,0.008575439453125
0.5354768,0.3765068,0.18086176,0.46777788,557.2789115646258,0.008575439453125
0.5354768,0.3765068,0.18086176,0.46777788,580.4988662131519,0.0084686279296875
0.5354768,0.3765068,0.18086176,0.46777788,603.718820861678,0.0112457275390625
0.5354768,0.3765068,0.18086176,0.46777788,603.718820861678,0.0112457275390625
0.5354768,0.3765068,0.18086176,0.46777788,626.9387755102041,0.013153076171875
0.58273643,0.40810198,0.12575358,0.4812539,650.1587301587301,0.0133514404296875
0.58273643,0.40810198,0.12575358,0.4812539,673.3786848072563,0.0161590576171875
0.58273643,0.40810198,0.12575358,0.4812539,673.3786848072563,0.0161590576171875
0.58273643,0.40810198,0.12575358,0.4812539,696.5986394557823,0.0135955810546875
0.58273643,0.40810198,0.12575358,0.4812539,719.8185941043083,0.0154571533203125
0.58273643,0.40810198,0.12575358,0.4812539,719.8185941043083,0.0154571533203125
0.58273643,0.40810198,0.12575358,0.4812539,766.2585034013605,0.0157318115234375
