bored,excitement,meditation,frustration,position,soundPeak
0.62225795,1,0.3273508,0.59930617,0,0
0.6615732,1,0.32371226,0.586492,0,0
0.6615732,1,0.32371226,0.586492,0,0
0.6615732,1,0.32371226,0.586492,0,0
0.6615732,1,0.32371226,0.586492,0,0
0.6615732,1,0.32371226,0.586492,23.219954648526077,0
0.6615732,1,0.32371226,0.586492,46.439909297052154,0
0.6615732,1,0.32371226,0.586492,46.439909297052154,0.0019989013671875
0.6615732,1,0.32371226,0.586492,69.65986394557822,0.0023040771484375
0.6615732,1,0.32371226,0.586492,92.87981859410431,0.0023040771484375
0.6615732,1,0.32371226,0.586492,92.87981859410431,0.002593994140625
0.6615732,1,0.32371226,0.586492,116.09977324263038,0.002044677734375
0.6615732,1,0.32371226,0.586492,139.31972789115645,0.00274658203125
0.6615732,1,0.32371226,0.586492,139.31972789115645,0.00274658203125
0.6615732,1,0.32371226,0.586492,162.53968253968253,0.0022430419921875
0.6615732,1,0.32371226,0.586492,185.75963718820861,0.0024566650390625
0.6615732,1,0.32371226,0.586492,208.9795918367347,0.0028533935546875
0.6615732,1,0.32371226,0.586492,208.9795918367347,0.0028533935546875
0.6615732,1,0.32371226,0.586492,232.19954648526075,0.0028076171875
0.6615732,1,0.32371226,0.586492,255.41950113378684,0.0028228759765625
0.6615732,1,0.32371226,0.586492,278.6394557823129,0.0035552978515625
0.6615732,1,0.32371226,0.586492,278.6394557823129,0.0035552978515625
0.6615732,1,0.32371226,0.586492,301.859410430839,0.003753662109375
0.6615732,1,0.32371226,0.586492,325.07936507936506,0.005096435546875
0.6615732,1,0.32371226,0.586492,325.07936507936506,0.005096435546875
0.6615732,1,0.32371226,0.586492,348.29931972789115,0.0047607421875
0.6615732,1,0.32371226,0.586492,371.51927437641723,0.0071563720703125
0.6615732,1,0.32371226,0.586492,394.7392290249433,0.005889892578125
0.6615732,1,0.32371226,0.586492,394.7392290249433,0.005889892578125
0.6615732,1,0.32371226,0.586492,417.9591836734694,0.0060882568359375
0.6615732,1,0.32371226,0.586492,417.9591836734694,0.0060882568359375
0.6615732,1,0.32371226,0.586492,441.1791383219954,0.00567626953125
0.6615732,1,0.32371226,0.586492,464.3990929705215,0.00634765625
0.6615732,1,0.32371226,0.586492,487.6190476190476,0.007293701171875
0.69684815,1,0.32018012,0.5690851,487.6190476190476,0.007293701171875
0.69684815,1,0.32018012,0.5690851,510.8390022675737,0.0071868896484375
0.69684815,1,0.32018012,0.5690851,534.0589569160998,0.00640869140625
0.69684815,1,0.32018012,0.5690851,557.2789115646258,0.008575439453125
0.69684815,1,0.32018012,0.5690851,557.2789115646258,0.008575439453125
0.69684815,1,0.32018012,0.5690851,580.4988662131519,0.0084686279296875
0.69684815,1,0.32018012,0.5690851,603.718820861678,0.0112457275390625
0.69684815,1,0.32018012,0.5690851,626.9387755102041,0.013153076171875
0.69684815,1,0.32018012,0.5690851,626.9387755102041,0.013153076171875
0.69684815,1,0.32018012,0.5690851,650.1587301587301,0.0133514404296875
0.69684815,1,0.32018012,0.5690851,673.3786848072563,0.0161590576171875
0.69684815,1,0.32018012,0.5690851,673.3786848072563,0.0161590576171875
0.69684815,1,0.32018012,0.5690851,696.5986394557823,0.0135955810546875
0.69684815,1,0.32018012,0.5690851,719.8185941043083,0.0154571533203125
0.69684815,1,0.32018012,0.5690851,743.0385487528345,0.0154571533203125
0.69684815,1,0.32018012,0.5690851,743.0385487528345,0.015228271484375
0.69684815,1,0.32018012,0.5690851,766.2585034013605,0.0157318115234375
0.69684815,1,0.32018012,0.5690851,789.4784580498866,0.012176513671875
0.69684815,1,0.32018012,0.5690851,789.4784580498866,0.012176513671875
0.69684815,1,0.32018012,0.5690851,812.6984126984127,0.020050048828125
0.69684815,1,0.32018012,0.5690851,835.9183673469388,0.0283355712890625
0.69684815,1,0.32018012,0.5690851,859.1383219954648,0.02239990234375
0.69684815,1,0.32018012,0.5690851,859.1383219954648,0.02239990234375
0.69684815,1,0.32018012,0.5690851,882.3582766439908,0.0249481201171875
0.69684815,1,0.32018012,0.5690851,905.578231292517,0.0276031494140625
