bored,excitement,meditation,frustration,position,soundPeak
0.58382905,0.7491064,0.3590867,0.5272183,0,0
0.58382905,0.7491064,0.3590867,0.5272183,0,0
0.58382905,0.7491064,0.3590867,0.5272183,23.219954648526077,0
0.58382905,0.7491064,0.3590867,0.5272183,46.439909297052154,0.0002593994140625
0.58382905,0.7491064,0.3590867,0.5272183,69.65986394557822,0.000213623046875
0.58382905,0.7491064,0.3590867,0.5272183,69.65986394557822,0.000213623046875
0.58382905,0.7491064,0.3590867,0.5272183,92.87981859410431,0.0002593994140625
0.58382905,0.7491064,0.3590867,0.5272183,116.09977324263038,0.00030517578125
0.58382905,0.7491064,0.3590867,0.5272183,139.31972789115645,0.0002899169921875
0.58382905,0.7491064,0.3590867,0.5272183,162.53968253968253,0.0013885498046875
0.58382905,0.7491064,0.3590867,0.5272183,162.53968253968253,0.0013885498046875
0.58382905,0.7491064,0.3590867,0.5272183,162.53968253968253,0.0013885498046875
0.58066595,0.6950107,0.35650662,0.5058913,185.75963718820861,0.007049560546875
0.58066595,0.6950107,0.35650662,0.5058913,208.9795918367347,0.01116943359375
0.58066595,0.6950107,0.35650662,0.5058913,208.9795918367347,0.01116943359375
0.58066595,0.6950107,0.35650662,0.5058913,232.19954648526075,0.0097808837890625
0.58066595,0.6950107,0.35650662,0.5058913,278.6394557823129,0.0093994140625
0.58066595,0.6950107,0.35650662,0.5058913,278.6394557823129,0.00396728515625
0.58066595,0.6950107,0.35650662,0.5058913,278.6394557823129,0.00396728515625
0.58066595,0.6950107,0.35650662,0.5058913,325.07936507936506,0.0055694580078125
0.58066595,0.6950107,0.35650662,0.5058913,348.29931972789115,0.0060882568359375
0.58066595,0.6950107,0.35650662,0.5058913,394.7392290249433,0.006500244140625
0.58066595,0.6950107,0.35650662,0.5058913,417.9591836734694,0.006195068359375
0.58066595,0.6950107,0.35650662,0.5058913,417.9591836734694,0.006195068359375
0.58066595,0.6950107,0.35650662,0.5058913,464.3990929705215,0.016876220703125
0.58066595,0.6950107,0.35650662,0.5058913,464.3990929705215,0.016876220703125
0.58066595,0.6950107,0.35650662,0.5058913,464.3990929705215,0.016876220703125
0.58066595,0.6950107,0.35650662,0.5058913,487.6190476190476,0.051544189453125
0.58066595,0.6950107,0.35650662,0.5058913,510.8390022675737,0.0765380859375
0.58066595,0.6950107,0.35650662,0.5058913,510.8390022675737,0.0765380859375
0.58066595,0.6950107,0.35650662,0.5058913,534.0589569160998,0.0923004150390625
0.58066595,0.6950107,0.35650662,0.5058913,557.2789115646258,0.0994110107421875
0.58066595,0.6950107,0.35650662,0.5058913,557.2789115646258,0.0994110107421875
0.58066595,0.6950107,0.35650662,0.5058913,580.4988662131519,0.110809326171875
0.58066595,0.6950107,0.35650662,0.5058913,603.718820861678,0.127105712890625
0.58066595,0.6950107,0.35650662,0.5058913,626.9387755102041,0.132354736328125
0.58066595,0.6950107,0.35650662,0.5058913,650.1587301587301,0.126800537109375
0.57781893,0.6473099,0.35418463,0.47991166,696.5986394557823,0.1320343017578125
0.57781893,0.6473099,0.35418463,0.47991166,696.5986394557823,0.1320343017578125
0.57781893,0.6473099,0.35418463,0.47991166,719.8185941043083,0.1040802001953125
0.57781893,0.6473099,0.35418463,0.47991166,719.8185941043083,0.1040802001953125
0.57781893,0.6473099,0.35418463,0.47991166,719.8185941043083,0.1040802001953125
0.57781893,0.6473099,0.35418463,0.47991166,743.0385487528345,0.124176025390625
0.57781893,0.6473099,0.35418463,0.47991166,766.2585034013605,0.1405029296875
0.57781893,0.6473099,0.35418463,0.47991166,766.2585034013605,0.1405029296875
0.57781893,0.6473099,0.35418463,0.47991166,789.4784580498866,0.1621856689453125
0.57781893,0.6473099,0.35418463,0.47991166,812.6984126984127,0.1558380126953125
0.57781893,0.6473099,0.35418463,0.47991166,812.6984126984127,0.1558380126953125
0.57781893,0.6473099,0.35418463,0.47991166,835.9183673469388,0.1576080322265625
0.57781893,0.6473099,0.35418463,0.47991166,859.1383219954648,0.1746826171875
0.57781893,0.6473099,0.35418463,0.47991166,859.1383219954648,0.1746826171875
0.57781893,0.6473099,0.35418463,0.47991166,882.3582766439908,0.171875
0.57781893,0.6473099,0.35418463,0.47991166,905.578231292517,0.1519927978515625
0.57781893,0.6473099,0.35418463,0.47991166,928.798185941043,0.1453094482421875
0.57781893,0.6473099,0.35418463,0.47991166,928.798185941043,0.1453094482421875
0.57781893,0.6473099,0.35418463,0.47991166,952.0181405895692,0.12371826171875
0.57781893,0.6473099,0.35418463,0.47991166,975.2380952380952,0.1064300537109375
0.57781893,0.6473099,0.35418463,0.47991166,998.4580498866213,0.1143951416015625
0.57781893,0.6473099,0.35418463,0.47991166,998.4580498866213,0.1143951416015625
0.57781893,0.6473099,0.35418463,0.47991166,1021.6780045351474,0.139190673828125
0.57781893,0.6473099,0.35418463,0.47991166,1044.8979591836735,0.1470184326171875
0.57781893,0.6473099,0.35418463,0.47991166,1068.1179138321995,0.151458740234375
0.57781893,0.6473099,0.35418463,0.47991166,1068.1179138321995,0.151458740234375
0.57781893,0.6473099,0.35418463,0.47991166,1091.3378684807255,0.1491241455078125
0.57781893,0.6473099,0.35418463,0.47991166,1114.5578231292516,0.129241943359375
0.57781893,0.6473099,0.35418463,0.47991166,1114.5578231292516,0.129241943359375
0.57781893,0.6473099,0.35418463,0.47991166,1137.7777777777778,0.16796875
0.57781893,0.6473099,0.35418463,0.47991166,1160.9977324263039,0.18585205078125
0.5752564,0.6276214,0.35209456,0.45785436,1160.9977324263039,0.18585205078125
0.5752564,0.6276214,0.35209456,0.45785436,1184.2176870748299,0.2221832275390625
0.5752564,0.6276214,0.35209456,0.45785436,1207.437641723356,0.19598388671875
0.5752564,0.6276214,0.35209456,0.45785436,1207.437641723356,0.19598388671875
0.5752564,0.6276214,0.35209456,0.45785436,1230.657596371882,0.181365966796875
0.5752564,0.6276214,0.35209456,0.45785436,1253.8775510204082,0.2361602783203125
0.5752564,0.6276214,0.35209456,0.45785436,1277.0975056689342,0.2561187744140625
0.5752564,0.6276214,0.35209456,0.45785436,1277.0975056689342,0.2561187744140625
0.5752564,0.6276214,0.35209456,0.45785436,1300.3174603174602,0.295928955078125
0.5752564,0.6276214,0.35209456,0.45785436,1323.5374149659863,0.260986328125
0.5752564,0.6276214,0.35209456,0.45785436,1346.7573696145125,0.19659423828125
0.5752564,0.6276214,0.35209456,0.45785436,1346.7573696145125,0.19659423828125
0.5752564,0.6276214,0.35209456,0.45785436,1369.9773242630386,0.2302398681640625
